ID,Group,Feature_1,Feature_2,Feature_3
ID122,C,2200.0,389.06902477938394,-1811.4250089435668
ID123,B,2431.20710845855,376.9855206042331,4868.859306913834
ID124,C,2453.9925401017276,413.6865287388875,-2039.6864948423056
ID125,C,2271.3564200245014,407.49290477643115,-1866.332246338006
ID126,A,2619.6604471867954,434.33023103196507,5679.529986376515
ID127,C,2329.128740711518,384.34040740002615,-1952.7339034571028
ID128,A,2540.161399855489,396.8655926900195,5628.982535478544
ID129,C,2800.0,398.07238778716294,-2397.861837003108
ID130,B,2258.349158506717,414.84054157423196,4504.768155904612
ID131,C,2477.7172892489425,392.39338158801087,-2080.604676979289
ID132,A,2438.8809793547102,382.43437218736216,5421.427014194842
ID133,A,2409.704698165542,418.11713962691505,5142.43688465581
ID134,B,2614.037664195304,395.2502495610816,5223.640302043602
ID135,C,2665.9493657242665,413.17965264589066,-2268.3472356990314
ID136,C,2615.7457223952006,411.43297601188317,-2185.3754646883795
ID137,B,2391.499137632315,399.5516428914655,4768.958063457443
ID138,C,2800.0,397.3852944244788,-2392.4319611618125
ID139,C,2234.463521748716,394.1265279050529,-1832.6747795165295
ID140,A,2345.1056396448557,399.7721030684502,5033.615180356747
ID141,C,2525.459392658556,412.94650339255946,-2115.6686349113647
ID142,C,2513.4090878718475,388.0533972841063,-2147.3842258762334
ID143,B,2573.206611906812,401.6326844531368,5150.3740038233755
ID144,B,2737.0201142612805,383.2205285770179,5481.479344511311
ID145,A,2482.02236209516,385.08840650436713,5507.55609236987
ID146,C,2517.059419031947,399.53591504266564,-2119.3933616812305
ID147,C,2410.822592091363,370.59762987559253,-2039.770619235663
ID148,C,2588.2492777690964,430.9083792492408,-2150.326026984461
ID149,A,2452.228223402449,382.10410067634643,5446.209803739093
ID150,A,2452.1414468400485,399.3986723101517,5339.915146721848
ID151,B,2581.5224729445667,417.52326582725294,5156.685692655584
ID152,A,2655.23813906209,387.0564199187425,6033.127827017225
ID153,C,2200.0,365.4595451568293,-1824.4421147386936
ID154,C,2554.1167637010144,393.3258135981299,-2168.2025894156154
ID155,A,2459.4695021983694,386.8776942988582,5470.271833595417
ID156,C,2642.1425406492112,365.85439737111994,-2299.021820104135
ID157,C,2462.4816098388233,404.273348388583,-2064.972663550935
ID158,A,2695.157864974345,403.10640793349427,6068.945152013651
ID159,A,2398.538046927394,417.1348968180753,5107.530666729172
ID160,C,2200.0,383.1876645171942,-1831.5980434405838
ID161,C,2657.73895610075,376.0129527032948,-2276.351662424434
ID162,C,2373.468255663179,393.89915375430127,-1975.1159732931108
ID163,B,2262.9622094884708,398.6748601148636,4526.49995632872
ID164,B,2502.4080127965894,413.82024404479745,5008.798151952281
ID165,B,2464.1232000954747,421.1585200750774,4923.1610832535725
ID166,A,2623.465746361751,418.2171870086102,5759.902948640898
ID167,B,2633.8616229722816,404.14815500339,5259.123567503936
ID168,A,2514.343066883409,411.9924888025622,5484.951411614329
ID169,A,2367.2776087123025,390.3925984784622,5151.822766722754
ID170,B,2543.0411891836447,402.5259278871287,5086.57892699832
ID171,B,2524.7791570180866,382.1306479106829,5056.142813251993
ID172,B,2585.3405011704463,400.9402809533031,5163.707249795492
ID173,C,2368.778992938295,401.3297004609702,-1967.1291197919982
ID174,B,2439.944069024867,425.83192908527457,4886.7532513905935
ID175,C,2576.4067174504157,396.5652570776463,-2180.8601381947974
ID176,A,2687.0990582847585,401.3506425647993,6039.624074889405
ID177,C,2644.8883011939383,403.55442123568065,-2252.871740394124
ID178,B,2512.3082306729198,393.1776952616732,5034.586689237192
ID179,A,2426.890746411828,387.9626090018253,5357.568860181668
ID180,A,2560.573083801896,419.48216987270575,5598.411799336048
ID181,A,2336.2914344059795,385.2862383555955,5085.228982836866
ID182,C,2377.449784110866,380.0812289246909,-2011.8061464103753
ID183,B,2726.4656968689437,410.2039806894322,5452.855175056613
ID184,A,2560.3051720070384,417.3672226303601,5612.826464452721
ID185,A,2447.870989934057,393.22885513599044,5384.890554687696
ID186,A,2624.3708026877903,393.4591976852518,5903.326689364905
ID187,C,2693.046244577439,404.2381528916019,-2281.2645888917423
ID188,C,2433.304366263154,389.38220984885226,-2059.154898893689
ID189,B,2435.8888086325787,388.27431219082047,4863.429560730979
ID190,C,2417.103133997949,413.19388881979546,-2016.9195418704214
ID191,A,2644.577547807304,409.10696651175425,5893.832672683322
ID192,B,2646.0336171280187,419.6673832947716,5300.636476252678
ID193,A,2707.8854981936647,381.2111648145176,6215.754758182026
ID194,A,2651.2904424773255,392.4630626963407,5981.080857829397
ID195,C,2255.1672880857222,404.2176934340418,-1851.1865837740959
ID196,B,2542.1446481377297,386.1156872533845,5078.450337587374
ID197,C,2341.242189572942,409.6253115573197,-1941.1709264719473
ID198,C,2423.0628437542878,418.36940630839496,-2000.625513222182
ID199,B,2525.5891305371297,391.24963041658975,5042.082354404035
ID200,A,2625.3348097524854,400.5788791034055,5854.313836944861
ID201,A,2366.3734986323384,421.83428035121676,4973.819720496573
ID202,B,2200.0,426.989073625285,4380.760874398208
ID203,A,2527.0796262708145,411.18701876590603,5528.273927981828
ID204,B,2800.0,408.90143759790413,5601.804865258114
ID205,B,2469.5730670494772,387.1939519797263,4940.352375233052
ID206,C,2507.0373152425386,405.3881410068676,-2094.5963944059117
ID207,B,2767.324542780412,408.352312611625,5548.952591834229
ID208,C,2588.541192859268,396.8444476215843,-2198.803943607585
ID209,A,2532.529155547441,391.0783561816651,5647.073415460858
ID210,A,2566.317499797021,380.7805348978472,5776.094438812956
ID211,A,2537.5365898860473,373.9340536742306,5759.484018242149
ID212,A,2329.036835776494,370.78174730018253,5118.263795969951
ID213,C,2298.783226330045,408.6916385930089,-1898.6125611655214
ID214,A,2783.0242168186355,402.2154898784016,6330.822686899101
ID215,B,2527.5825027857736,392.74283302688355,5036.849753610881
ID216,B,2515.0143163869548,395.0281555341304,5030.4195397028125
ID217,B,2486.4658503915684,403.15705812295727,4975.498547201555
ID218,C,2617.160990142468,397.5315539348711,-2221.9024002593756
ID219,A,2800.0,379.89170229994255,6482.058516915915
ID220,A,2578.592900066169,413.6950033041145,5691.104318496155
ID221,A,2411.786976052817,404.5618925600471,5219.142234916235
ID222,C,2479.9898713162684,403.9884771972077,-2044.390729595261
ID223,B,2660.6494700807884,412.56344055037556,5311.637629282941
ID224,B,2412.5799097880504,387.7953196591049,4836.654406314225
ID225,A,2627.83697335454,418.20597156588764,5801.832348882911
ID226,B,2200.0,397.8993572208664,4396.513098762832
ID227,B,2465.518064283042,413.3289832049631,4947.968739378794
ID228,C,2594.2210020221005,411.0167355023148,-2188.069186611151
ID229,C,2690.5188319863573,384.41797257996166,-2310.431556439491
ID230,C,2377.2288674436413,407.543506073712,-2011.34252007319
ID231,C,2274.5852473554096,404.89412006270027,-1864.7827906477976
ID232,A,2460.8897252662273,400.4546748624151,5364.489682546417
ID233,C,2331.1871488379666,398.5844237494693,-1939.2113794368433
ID234,B,2477.6444999905707,398.71160125423313,4942.974364316201
ID235,A,2499.0019818053142,412.1903413846599,5431.659460020824
ID236,B,2302.128243219708,408.66865770687264,4609.583049202025
ID237,B,2620.6658665166296,400.45718275398497,5241.465431789844
ID238,B,2476.4179159953324,377.62095780292935,4961.351527476734
ID239,C,2662.0689803508026,407.4166512112543,-2239.464774712521
ID240,C,2223.264213955586,410.8542042876667,-1816.8355609080534
ID241,A,2347.4211744181916,434.50615128170455,4863.989959941858
ID242,A,2577.5003962972182,416.13149594657557,5663.336441002721
ID243,C,2380.13341437621,371.512354181268,-1996.176492730063
ID244,B,2475.3196512925456,401.1764409852796,4959.5263930023275
ID245,A,2500.1048676335763,427.17062542997473,5353.0353300699835
ID246,C,2523.7383971430054,409.35323285352456,-2109.313303503461
ID247,C,2398.365068089944,404.92978240559813,-1992.1216384357783
ID248,C,2522.392984520872,413.50342988372853,-2096.2592073409473
ID249,B,2382.618444214828,390.664327075138,4758.362423355203
ID250,C,2601.142070312016,407.1713499494118,-2213.970043856403
ID251,C,2482.7733970775466,396.24297941512134,-2078.2475760578623
ID252,C,2523.2554935393277,399.7056477128429,-2154.25026642557
ID253,C,2800.0,412.4268177354266,-2396.3513431113292
ID254,A,2333.934331809997,386.0993034626173,5059.028131981086
ID255,A,2708.2873403560434,419.3197371070291,6015.904119482117
ID256,C,2200.0,393.65782058371684,-1815.3305570677444
ID257,B,2200.0,403.9099424972561,4414.608482837019
ID258,A,2313.9039883468645,378.99238059587583,5056.59672708929
ID259,C,2323.3707452087597,410.79755936307083,-1915.593954029599
ID260,A,2530.5552697208273,421.69755903919867,5496.781495628797
ID261,A,2543.47633962527,392.2803767617278,5656.279569205175
ID262,B,2461.7768097441453,383.346649202356,4909.174218859324
ID263,C,2477.518304985631,404.1697459711406,-2062.985399103531
ID264,C,2579.1647141397493,421.82215967487616,-2150.3868357130013
ID265,B,2624.9835816431114,378.2521515177864,5244.444002467223
ID266,B,2301.0191475835363,383.4053772815749,4588.412764442695
ID267,C,2445.7163543150496,393.18715662532725,-2035.0124151892671
ID268,C,2489.5615265630486,387.6948426320396,-2122.507914542383
ID269,B,2572.797399484068,387.7422180008651,5138.413687744013
ID270,A,2384.0999286589795,368.5881905850433,5312.101751381936
ID271,A,2486.6168236609496,408.835854211088,5437.297177628586
ID272,B,2504.4975451790738,405.08080754304456,5013.592292903026
ID273,A,2394.3294844810707,374.5172620029453,5316.165799264645
ID274,B,2390.7527275078173,421.8579363993437,4774.672850613857
ID275,A,2514.8118666456003,425.21638472395733,5425.17543902031
ID276,A,2480.4482281019186,388.7364167532983,5498.926312389814
ID277,C,2575.0716279130947,417.49822886465506,-2176.63497353345
ID278,C,2342.0111919032506,391.4050329251358,-1941.0909407361976
ID279,A,2447.397770818182,402.7167476531659,5340.254294866879
ID280,A,2465.6175922669613,387.4635679746864,5469.175317513306
ID281,C,2622.079586218541,433.21377285193415,-2188.465878258617
ID282,C,2358.9379338148146,395.55974159005154,-1974.8523148225588
ID283,C,2535.1978007732628,401.8967353423519,-2161.0112702063293
ID284,B,2537.913326130683,389.6809391880426,5077.711295526183
ID285,A,2746.959586401996,427.9197339585459,6114.26339413015
ID286,C,2348.936595354061,428.29921969134114,-1908.690986033723
ID287,A,2401.415002282376,424.4639377189441,5091.718192373134
ID288,B,2359.396647666502,414.3466052252143,4717.902763590411
ID289,B,2249.53312418974,390.6281567959892,4512.115818467858
ID290,C,2764.7030401394077,412.41775143943624,-2341.1953468137003
ID291,B,2313.7748153576317,399.894358016129,4622.4780279866045
ID292,A,2377.554188641773,419.6861293261395,5042.351095494012
ID293,C,2697.364976242324,416.7385308004804,-2287.057955186755
ID294,A,2237.0339429592677,390.26101632886116,4766.2770380129
ID295,A,2613.452735393107,414.21738704255824,5753.681871234918
ID296,B,2288.0463481987335,410.2305167506589,4561.426154693392
ID297,B,2687.004210479438,358.39655705629826,5386.706905522203
ID298,B,2200.0,412.01404959444193,4411.250721466457
ID299,B,2236.9795875624004,393.5230631703969,4481.5625136117105
ID300,B,2418.2616647561636,386.70936318502487,4837.578955364961
ID301,C,2645.7734035259105,387.35109093559385,-2287.1176057626067
ID302,A,2495.356262404514,397.97135656551956,5495.313493127467
ID303,A,2449.642739067014,407.20089370130023,5318.373946700819
ID304,A,2701.9066311197075,379.5180696671173,6201.712746052821
ID305,A,2800.0,402.84771754318695,6377.211481970367
ID306,B,2600.838592662066,408.6513709928961,5219.0102299819755
ID307,A,2406.5718245348075,427.92708675504446,5079.3565719325015
ID308,C,2437.278544898609,383.849647461623,-2047.9713554012776
ID309,C,2306.7328930364015,394.7558171983329,-1902.6874982986362
ID310,A,2515.122613338108,403.9249445904472,5513.725872144027
ID311,A,2255.561052103551,417.2111399528741,4682.945945618853
ID312,C,2582.779548296425,395.4366417824228,-2171.507172580275
ID313,C,2800.0,417.97962057986575,-2360.1897012205377
ID314,B,2607.6387369689573,370.93956525285313,5215.756710704491
ID315,C,2429.6278419707596,381.1997771031717,-2051.283387435753
ID316,B,2579.0406118947685,405.22966516501333,5161.309512607188
ID317,B,2743.0800167748816,378.83763252868187,5489.083678114093
ID318,B,2735.574195289171,382.38294209849926,5487.789487371915
ID319,B,2349.4363162654945,392.0833470363109,4686.915932260984
ID320,B,2576.5444584373486,411.5715848787374,5149.730439840705
ID321,A,2476.28477648947,371.5605273803907,5557.645996643938
ID322,C,2620.988987187053,402.55447543243594,-2230.579650384188
ID323,B,2557.5420930725154,415.4944592072921,5119.6030743267
ID324,C,2200.0,397.07582187356564,-1793.20588402679
ID325,C,2447.798037055474,394.46754655611187,-2061.1231908242876
ID326,B,2529.783754434444,406.0265692383786,5068.832646336591
ID327,A,2284.8452549261733,397.1183342091784,4882.283037618213
ID328,B,2587.153301479898,420.85749671861123,5197.523074940997
ID329,A,2271.3977137409456,383.3288048179835,4898.386079319012
ID330,C,2380.234142887442,399.2253376725237,-1988.6859795442479
ID331,A,2701.19678795502,403.08529562441026,6076.134222563739
ID332,A,2367.4333316703596,394.3231892223031,5117.462530524525
ID333,A,2586.0950438802515,356.9307600556381,5988.628699779407
ID334,C,2236.963942313697,397.5864263792621,-1857.5586600499025
ID335,C,2800.0,413.502654803687,-2371.8843633684983
ID336,A,2454.3169542269115,411.67163779189025,5294.171381370257
ID337,A,2514.298121042158,405.321677232553,5508.063502589396
ID338,B,2526.855519482345,383.53206462476163,5051.89237350457
ID339,A,2591.135029649704,405.92964193687726,5735.3130246699275
ID340,B,2272.1230025520736,391.39843267686643,4555.429762163662
ID341,A,2499.1995293745003,405.30224358923,5492.847497601144
ID342,B,2401.1846761327965,401.82257517102573,4794.480166374956
ID343,C,2246.5664160882593,385.35437093074944,-1866.3988992274853
ID344,A,2648.0683300193064,386.61316240964646,6009.17932832228
ID345,A,2447.1740524600614,405.32533681632276,5321.388154460483
ID346,A,2536.378063841878,396.6833035706725,5623.875862324802
ID347,A,2526.9768128092087,387.39577854014306,5660.598634659541
ID348,B,2449.772159143583,386.15754715409753,4913.303805285909
ID349,A,2796.2541030446173,395.44253728020675,6397.3240744896775
ID350,C,2492.9103021056485,423.52157192077317,-2063.1371121979773
ID351,C,2266.3071523485,392.1088295168206,-1855.9542519839654
ID352,A,2439.942795972502,399.78970692613615,5314.942481937624
ID353,C,2574.9606430168164,401.52466431534265,-2176.9671571629965
ID354,A,2579.8892664055825,383.03460412762087,5818.158334604408
ID355,A,2336.8328597107356,373.55751274235956,5136.626108034127
ID356,C,2639.4223761017156,384.600388978964,-2274.8434057456843
ID357,A,2235.569960669344,403.70616066709454,4672.239299254979
ID358,C,2671.6202803924625,401.3099658687311,-2269.3806298988848
ID359,B,2302.097816629389,410.53609853726596,4622.358808954611
ID360,A,2466.0632171486986,401.45124842438673,5383.573079573943
ID361,B,2659.685301704005,398.35676062796193,5311.6575157726265
ID362,C,2517.9408503330606,390.9398158761231,-2106.5827816118885
ID363,B,2622.5047776570354,413.2691018479404,5231.710465772279
ID364,B,2592.7992939564897,386.21229791918927,5165.663669960502
ID365,C,2692.94029201069,383.3440072405597,-2319.5384700037803
ID366,B,2659.3314776370567,408.50583276082153,5310.709541528581
ID367,B,2431.9383537195336,380.00264034019517,4842.9072704227265
ID368,C,2594.9412450690197,436.22186497987946,-2160.2558805644353
ID369,B,2271.017220745338,401.19990070838713,4553.415797689015
ID370,C,2491.314263899332,405.21859174487327,-2101.527129439037
ID371,B,2622.7727101957807,387.8737026321492,5246.596359019005
ID372,C,2520.0771481369,395.2710273363768,-2120.054892693002
ID373,C,2566.995959727563,393.5986432467647,-2174.3979277840895
ID374,B,2468.009143605131,391.87247518497037,4938.246598287155
ID375,B,2669.3604156302713,409.4944262726474,5341.088758411685
ID376,B,2487.9376339436512,393.2563594266208,4966.122532404282
ID377,A,2430.182472639392,415.2625184362627,5232.217816601005
ID378,A,2632.9776118853583,439.9477352517974,5714.167241406002
ID379,A,2289.226011645331,395.56688139780175,4904.122564713877
ID380,C,2575.1550015276016,402.28473270364935,-2160.706159937426
ID381,B,2343.627268865929,405.6922308574826,4668.354784098662
ID382,C,2691.6890243857247,427.17257218890273,-2253.403703663078
ID383,A,2460.8459120129805,398.76028322442716,5396.603537047399
ID384,B,2520.247708122953,387.56474620512455,5022.057132866581
ID385,C,2561.8855594966185,381.00489241561445,-2183.459591342805
ID386,B,2210.5473105528763,399.13024078851646,4424.416142497656
ID387,C,2402.4122737664716,393.2742967141918,-1989.1661718747844
ID388,B,2656.531886392983,430.1501393395,5321.760459080697
ID389,A,2630.1647536256332,426.5479363101545,5747.379790598788
ID390,A,2542.4548308092826,384.48440758114606,5725.287116023541
ID391,B,2297.5804642861713,389.3385984467623,4595.686285724909
ID392,C,2587.8255191287867,401.1065516183033,-2189.7890611533203
ID393,A,2607.0099385308167,420.9583963383814,5712.312415541477
ID394,A,2507.0525819685618,400.8551970455658,5497.399097821579
ID395,A,2683.4756425887185,390.2913904301793,6097.6527415694645
ID396,B,2397.4852314804816,399.11677285145913,4800.940286048631
ID397,B,2423.5213633750036,390.5727270415593,4842.418126819704
ID398,C,2200.0,409.0371581415922,-1785.917412131437
ID399,C,2637.9741265221496,389.3644943250294,-2258.9823250480904
ID400,C,2547.0792945205203,392.3434592135955,-2156.4269702782562
ID401,B,2247.726951230016,417.42900720184144,4499.252386379335
ID402,B,2236.210150000878,388.4745257902889,4474.696230526517
ID403,C,2369.105405894348,378.30807951159755,-2010.0629074593792
ID404,C,2619.048691297053,401.4249062703446,-2222.8918564371634
ID405,B,2454.9459267867055,394.5928989369311,4930.021408737162
ID406,C,2379.281962500951,407.6712325139493,-1977.520082878968
ID407,A,2349.0826160374754,404.7620790209663,5023.627143536937
ID408,B,2342.363206325772,399.52122258034956,4683.685343644956
ID409,C,2209.948254833866,399.08434861795007,-1792.04502910888
ID410,B,2318.8906252530437,388.96212326015745,4653.265667972423
ID411,A,2339.413288048425,401.25020606489863,5021.679205818607
ID412,B,2602.3934854685717,413.2192717214915,5193.108063176673
ID413,B,2475.1415420280077,385.3982988790079,4954.593280646321
ID414,B,2376.1622735473807,399.91903935457697,4759.139848011663
ID415,B,2800.0,415.5758313360192,5591.616741972847
ID416,A,2400.415462968,407.58136139825046,5152.893376642577
ID417,B,2675.0654371575456,419.6420934452607,5370.591044081576
ID418,B,2743.166283668157,391.47786505248496,5482.722927589711
ID419,C,2264.5059493513986,372.53847327407703,-1872.587754250388
ID420,B,2511.094444611035,403.0097770593353,5034.154014288005
ID421,C,2422.3699523637665,405.4385622253973,-2012.0368687498656
ID422,A,2410.1613405160997,420.52632931709013,5133.282752199162
ID423,A,2583.306522521036,417.82218602060476,5644.003602736116
ID424,A,2406.5694255365074,408.05115434518694,5181.9338022416005
ID425,A,2425.6046430510296,411.4808532125565,5236.413908046085
ID426,C,2474.782765656206,397.12267812690044,-2069.484013491078
ID427,B,2443.9901097435145,381.7132808302118,4889.832259731802
ID428,A,2323.964468948181,401.7658182607137,4983.607561890779
ID429,B,2619.385975727121,414.73860195441665,5236.551462782312
ID430,C,2657.2796407761402,409.8454130474282,-2254.868895828972
ID431,C,2551.5427884302826,412.50711008739046,-2137.1896953499527
ID432,C,2443.51710234666,393.5836646942987,-2040.735829235022
ID433,A,2394.2183895505327,396.0167974297236,5181.95765235328
ID434,B,2394.456990561033,407.25138232171906,4792.332404843951
ID435,B,2800.0,391.8023890823687,5609.724140186436
ID436,B,2640.6757452349966,392.26424395100497,5278.115790966431
ID437,C,2373.983488212499,404.46973354566177,-1956.2301774712057
ID438,A,2524.704674115571,411.4135711473536,5524.740406558878
ID439,C,2445.6197462350956,397.00706990005887,-2022.9160789129037
ID440,C,2587.5700564234435,382.5521580841954,-2214.0251331102227
ID441,B,2581.524865418401,388.96294127435755,5173.018249042755
ID442,C,2662.541448085821,403.05508127339647,-2271.694253705993
ID443,B,2372.4165312006708,402.8728144579895,4725.448664986021
ID444,A,2515.7102947957196,403.61857206483023,5504.611653949194
ID445,B,2237.717952256371,407.81942935893636,4481.895792781505
ID446,A,2311.3989549356734,400.08715837813673,4935.972047883665
ID447,B,2632.615125483877,403.9758406726047,5259.481638279412
ID448,C,2357.397431289201,399.324597657567,-1979.3548856390294
ID449,C,2373.8636802928218,417.2310022439416,-1964.9173175625444
ID450,A,2498.7582888174925,421.4851304682625,5388.898330203269
ID451,A,2604.214154626981,382.1648307642995,5911.336342460962
ID452,A,2340.8759806248854,396.1712208684662,5041.573408529354
